adolescente_id,daily_social_media_hours,platform_usage,screen_time_before_sleep
970,2.6,Instagram,1.5
971,5.4,Both,1.5
972,6.9,Instagram,0.6
973,3.0,Instagram,2.1
974,1.3,Instagram,2.3
975,6.2,Both,1.4
976,3.6,Instagram,1.2
977,6.5,Both,2.5
978,5.3,Instagram,0.6
979,4.6,Both,1.3
980,7.7,Both,1.6
981,7.1,TikTok,1.8
982,3.9,TikTok,2.1
983,7.5,TikTok,0.9
984,5.8,TikTok,2.2
985,7.6,Instagram,2.9
986,4.4,Instagram,2.8
987,4.6,Both,2.5
988,7.0,Both,0.7
989,3.6,TikTok,1.2
990,3.0,TikTok,0.9
991,7.2,Instagram,2.9
992,5.6,Both,2.0
993,2.0,Instagram,1.1
994,4.4,TikTok,2.8
995,3.5,TikTok,1.2
996,6.5,Instagram,1.5
997,4.4,Instagram,2.3
998,3.1,TikTok,0.8
999,7.8,Both,2.1
1000,2.1,Both,2.2
1001,5.5,Both,2.3
1002,5.7,Instagram,2.4
1003,5.0,TikTok,1.5
1004,7.5,Both,0.5
1005,2.2,TikTok,1.1
1006,7.3,Instagram,2.1
1007,2.7,Instagram,1.5
1008,1.6,Instagram,2.6
1009,4.0,TikTok,2.7
1010,6.3,Both,2.4
1011,6.8,TikTok,2.9
1012,6.6,Both,2.0
1013,4.0,Instagram,0.9
1014,1.6,TikTok,2.7
1015,5.3,Both,1.9
1016,7.4,Both,1.4
1017,2.3,Instagram,0.6
1018,7.6,Both,0.8
1019,7.6,TikTok,2.4
1020,3.4,Both,0.5
1021,2.3,Instagram,0.9
1022,5.0,Instagram,1.1
1023,3.8,TikTok,0.5
1024,3.7,Instagram,1.2
1025,1.4,Both,2.4
1026,1.8,Both,2.7
1027,1.5,TikTok,1.1
1028,5.5,Both,1.8
1029,4.9,Both,0.7
1030,7.2,Both,2.3
1031,6.8,Instagram,1.1
1032,2.2,Both,2.1
1033,5.9,TikTok,0.8
1034,2.2,Instagram,1.4
1035,2.4,Instagram,1.2
1036,4.1,Instagram,1.0
1037,4.5,Instagram,2.7
1038,4.6,Instagram,1.4
1039,4.5,Both,2.8
1040,5.0,Instagram,2.6
1041,4.1,Both,1.4
1042,7.5,TikTok,1.8
1043,4.2,Instagram,1.8
1044,7.2,Both,2.9
1045,4.8,Instagram,0.6
1046,7.3,Instagram,1.0
1047,3.9,Both,1.6
1048,5.5,Both,2.4
1049,7.5,Both,2.8
1050,1.8,Instagram,2.7
1051,2.6,Instagram,0.9
1052,5.5,Both,2.8
1053,3.6,TikTok,0.9
1054,7.6,Both,1.9
1055,7.9,Instagram,0.7
1056,2.6,Both,1.7
1057,5.7,TikTok,0.9
1058,7.1,Instagram,1.2
1059,1.3,TikTok,0.9
1060,1.1,Both,2.0
1061,3.3,TikTok,0.7
1062,7.4,Both,1.8
1063,5.8,TikTok,2.8
1064,4.6,TikTok,1.5
1065,2.5,TikTok,1.6
1066,4.0,Both,2.0
1067,6.6,Both,1.9
1068,2.9,TikTok,1.6
1069,7.2,TikTok,2.7
1070,2.9,Instagram,1.0
1071,7.3,Both,2.9
1072,3.7,TikTok,1.5
1073,7.0,Instagram,1.7
1074,4.0,TikTok,2.3
1075,2.7,Both,2.8
1076,7.2,Both,0.7
1077,7.9,Both,2.7
1078,5.1,Instagram,2.3
1079,6.4,Both,0.7
1080,4.4,Both,2.0
1081,7.0,TikTok,2.6
1082,7.8,TikTok,1.2
1083,5.0,Instagram,1.0
1084,6.6,TikTok,1.1
1085,2.6,Both,2.7
1086,5.8,Instagram,1.8
1087,5.6,TikTok,2.3
1088,4.6,Both,2.9
1089,1.4,Both,0.5
1090,2.9,Both,2.3
1091,7.9,Instagram,2.7
1092,3.5,Both,2.3
1093,3.8,Instagram,1.2
1094,2.9,Instagram,0.9
1095,3.5,Both,0.7
1096,4.8,Instagram,1.8
1097,5.8,TikTok,1.1
1098,6.1,Both,2.5
1099,4.3,Both,0.5
1100,7.8,Instagram,3.0
1101,5.2,TikTok,1.1
1102,3.5,Instagram,2.2
1103,6.5,TikTok,1.8
1104,4.7,TikTok,2.7
1105,2.5,Instagram,1.8
1106,5.5,TikTok,2.0
1107,3.5,Instagram,1.9
1108,4.6,TikTok,1.6
1109,3.5,Instagram,1.6
1110,1.6,TikTok,1.4
1111,3.2,Both,0.7
1112,1.7,Both,2.7
1113,6.4,Instagram,2.3
1114,3.3,TikTok,1.0
1115,1.2,Both,2.6
1116,2.5,Both,1.4
1117,2.2,TikTok,2.3
1118,5.2,Both,1.9
1119,7.9,Instagram,2.5
1120,5.6,Both,2.4
1121,3.9,TikTok,2.1
1122,1.8,TikTok,2.7
1123,5.8,Both,1.2
1124,2.2,Instagram,1.7
1125,6.9,Both,2.5
1126,5.7,Instagram,2.6
1127,7.5,TikTok,2.3
1128,5.2,Both,2.5
1129,7.2,Both,2.1
1130,2.0,TikTok,0.8
1131,4.7,Both,1.4
1132,5.6,Both,1.4
1133,4.5,Instagram,2.9
1134,1.1,Instagram,1.2
1135,5.3,Both,1.5
1136,3.5,Both,2.5
1137,6.5,Both,1.2
1138,7.0,Both,1.9
1139,4.0,TikTok,0.9
1140,1.7,Instagram,1.5
1141,7.8,TikTok,2.2
1142,5.2,Instagram,3.0
1143,7.9,TikTok,2.1
1144,5.9,Both,1.3
1145,2.6,TikTok,1.9
1146,6.3,TikTok,1.2
1147,4.5,TikTok,2.1
1148,5.3,Instagram,2.8
1149,5.2,Both,2.5
1150,3.3,Both,1.2
1151,1.1,Both,1.6
1152,5.0,Instagram,1.2
1153,7.4,TikTok,1.4
1154,7.4,TikTok,2.9
1155,6.6,TikTok,2.2
1156,7.1,Both,1.1
1157,1.1,TikTok,2.3
1158,3.6,TikTok,0.8
1159,5.1,TikTok,1.1
1160,7.3,Instagram,1.0
1161,7.7,Both,1.4
1162,7.9,TikTok,1.6
1163,5.5,Both,2.5
1164,4.0,Instagram,0.6
1165,7.9,TikTok,1.5
1166,5.5,Both,0.5
1167,7.6,Both,1.1
1168,1.3,TikTok,0.9
1169,7.3,TikTok,2.2
1170,4.3,Instagram,2.5
1171,7.1,TikTok,1.9
1172,5.7,TikTok,1.9
1173,5.2,Both,1.7
1174,3.1,TikTok,2.2
1175,3.0,Both,0.8
1176,6.0,Both,2.2
1177,5.9,Instagram,1.9
1178,5.1,TikTok,0.7
1179,3.5,Instagram,0.5
1180,5.3,TikTok,2.4
1181,4.1,Instagram,1.7
1182,4.1,Instagram,2.1
1183,6.3,TikTok,1.8
1184,6.6,Both,2.9
1185,1.4,Both,2.3
1186,2.4,TikTok,2.4
1187,1.6,Both,2.0
1188,2.0,Instagram,0.8
1189,7.4,Instagram,2.0
1190,1.6,TikTok,2.4
1191,3.8,Instagram,0.9
1192,8.0,TikTok,0.5
1193,7.8,TikTok,1.5
1194,7.2,Instagram,2.1
1195,2.0,Both,1.7
1196,6.8,Instagram,2.0
1197,2.3,Both,1.9
1198,1.7,Both,0.7
1199,3.9,Both,2.1
1200,4.7,TikTok,1.0
